Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
4809,94,4,Bug Fixing,10,2025-02-14,Taylor Craig,Admin,System Admin,SRMG,Conley and Sons
4810,155,2,Bug Fixing,11,2025-03-06,Ryan Rogers,Design,Graphic Designer,Revold World,Martinez-James
4811,167,1,Feature Development,9,2025-01-12,Allen Williamson,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
4812,43,3,UI Enhancement,7,2025-01-20,Mr. Jesus Lynch,Design,UI Designer,Planted,Clark and Sons
4813,45,4,Bug Fixing,3,2025-02-05,Becky Crawford,Dev,Backend Developer,SRMG,Conley and Sons
4814,59,4,Code Review,6,2025-03-26,George Hicks,Admin,Office Manager,SRMG,Conley and Sons
4815,85,2,Bug Fixing,8,2025-02-11,Sean Aguilar,Design,UX Designer,Revold World,Martinez-James
4816,85,4,Database Optimization,4,2025-02-09,Sean Aguilar,Design,UX Designer,SRMG,Conley and Sons
4817,114,3,Feature Development,1,2025-01-31,Amber Hall,Management,Scrum Master,Planted,Clark and Sons
4818,96,2,Feature Development,2,2025-03-16,Amy Mccarthy,Management,Product Owner,Revold World,Martinez-James
4819,189,3,Meeting,6,2025-01-25,Elizabeth Boyle,QA,Automation Engineer,Planted,Clark and Sons
4820,149,1,Design Review,9,2025-02-06,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4821,118,5,UI Enhancement,7,2025-03-23,Charles Wong,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4822,119,3,Code Review,11,2025-03-07,Crystal Carr,Design,UI Designer,Planted,Clark and Sons
4823,45,3,Performance Testing,12,2025-02-23,Becky Crawford,Dev,Backend Developer,Planted,Clark and Sons
4824,20,4,Code Review,2,2025-02-19,Melissa Avery,Design,UX Designer,SRMG,Conley and Sons
4825,17,5,UI Enhancement,5,2025-03-25,Ronnie Phillips,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
4826,7,4,UI Enhancement,10,2025-01-18,Mr. Scott Bowman III,Design,UX Designer,SRMG,Conley and Sons
4827,50,3,Feature Development,12,2025-02-03,Michael Snow,Dev,Frontend Developer,Planted,Clark and Sons
4828,48,2,Meeting,7,2025-01-24,Samantha Cardenas,Management,Project Manager,Revold World,Martinez-James
4829,96,4,Design Review,2,2025-01-14,Amy Mccarthy,Management,Product Owner,SRMG,Conley and Sons
4830,191,4,Database Optimization,11,2025-01-05,Robert Mckenzie,Data,Data Analyst,SRMG,Conley and Sons
4831,41,4,Meeting,1,2025-03-07,Christopher Herring,Management,Scrum Master,SRMG,Conley and Sons
4832,195,4,Meeting,6,2025-03-03,Caroline Benton,QA,Automation Engineer,SRMG,Conley and Sons
4833,96,4,Feature Development,6,2025-02-27,Amy Mccarthy,Management,Product Owner,SRMG,Conley and Sons
4834,171,5,Testing,11,2025-01-17,Nicolas Alvarez,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4835,41,2,Code Review,8,2025-01-11,Christopher Herring,Management,Scrum Master,Revold World,Martinez-James
4836,85,3,UI Enhancement,11,2025-01-01,Sean Aguilar,Design,UX Designer,Planted,Clark and Sons
4837,156,3,Performance Testing,5,2025-02-21,Steven Smith,QA,QA Engineer,Planted,Clark and Sons
4838,52,4,Testing,9,2025-02-24,Mary Oliver,Data,Data Engineer,SRMG,Conley and Sons
4839,4,2,Testing,9,2025-01-03,Tracy Gonzalez,Management,Project Manager,Revold World,Martinez-James
4840,9,3,Database Optimization,9,2025-01-04,Thomas Hartman,Management,Scrum Master,Planted,Clark and Sons
4841,65,1,Code Review,1,2025-03-03,Jon Wise,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
4842,137,3,Database Optimization,3,2025-02-28,Heather Banks,Dev,Software Engineer,Planted,Clark and Sons
4843,12,3,Code Review,9,2025-02-18,Samantha Collins,Dev,Backend Developer,Planted,Clark and Sons
4844,132,3,Feature Development,6,2025-01-18,Daniel Jones,Dev,Frontend Developer,Planted,Clark and Sons
4845,169,3,Database Optimization,8,2025-03-01,Shari Frey,Dev,Backend Developer,Planted,Clark and Sons
4846,68,3,Database Optimization,10,2025-03-09,Stephanie Mcclure MD,Design,UI Designer,Planted,Clark and Sons
4847,134,1,Feature Development,1,2025-02-28,Joshua Allen,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4848,36,4,Meeting,3,2025-02-26,Wesley Anderson,Design,UI Designer,SRMG,Conley and Sons
4849,68,2,Code Review,9,2025-03-02,Stephanie Mcclure MD,Design,UI Designer,Revold World,Martinez-James
4850,27,2,Code Review,6,2025-03-22,Sara Young,Data,Data Engineer,Revold World,Martinez-James
4851,32,3,UI Enhancement,10,2025-01-15,Kurt Miller,Dev,Frontend Developer,Planted,Clark and Sons
4852,54,3,Security Patching,4,2025-01-16,Jimmy Riley,QA,QA Engineer,Planted,Clark and Sons
4853,136,5,Feature Development,6,2025-03-27,Brittany Black,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
4854,200,3,UI Enhancement,6,2025-02-09,Marie James,QA,QA Engineer,Planted,Clark and Sons
4855,120,1,Design Review,10,2025-02-01,Kimberly Yang,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
4856,100,3,Security Patching,10,2025-02-15,Dennis Lopez,Data,Data Analyst,Planted,Clark and Sons
4857,101,4,Feature Development,2,2025-03-18,Valerie Davis,Design,UX Designer,SRMG,Conley and Sons
4858,8,1,Security Patching,10,2025-02-28,Shelly Morales,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4859,159,4,Feature Development,9,2025-01-22,Drew Cantrell,QA,Automation Engineer,SRMG,Conley and Sons
4860,46,4,Code Review,10,2025-01-24,William Rivera,Admin,System Admin,SRMG,Conley and Sons
4861,104,5,Code Review,9,2025-03-01,Timothy Murray,Admin,HR,NBC,"Mcclure, Howard and Patterson"
4862,92,4,Bug Fixing,2,2025-02-09,Michael Morales,Design,UI Designer,SRMG,Conley and Sons
4863,42,5,Security Patching,1,2025-01-01,Ashley Christian,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
4864,139,2,Meeting,8,2025-02-26,Benjamin Torres,QA,Test Analyst,Revold World,Martinez-James
4865,68,1,Design Review,4,2025-03-02,Stephanie Mcclure MD,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4866,151,3,Performance Testing,1,2025-02-26,David Villanueva,Design,UI Designer,Planted,Clark and Sons
4867,156,4,Bug Fixing,4,2025-03-01,Steven Smith,QA,QA Engineer,SRMG,Conley and Sons
4868,190,3,Feature Development,2,2025-01-07,Ronald Peterson,Data,Data Engineer,Planted,Clark and Sons
4869,32,5,Bug Fixing,1,2025-03-21,Kurt Miller,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
4870,198,5,Performance Testing,1,2025-02-27,Rachel Dean,Admin,HR,NBC,"Mcclure, Howard and Patterson"
4871,175,3,Performance Testing,4,2025-01-05,Michael Gill,Management,Scrum Master,Planted,Clark and Sons
4872,200,2,Bug Fixing,11,2025-03-22,Marie James,QA,QA Engineer,Revold World,Martinez-James
4873,198,3,Meeting,1,2025-01-31,Rachel Dean,Admin,HR,Planted,Clark and Sons
4874,105,3,UI Enhancement,4,2025-02-15,Kimberly Martin,Dev,Software Engineer,Planted,Clark and Sons
4875,130,1,Code Review,7,2025-03-23,Ryan Campbell,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4876,89,5,Code Review,8,2025-03-04,Christopher Mcmahon,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
4877,18,4,Performance Testing,6,2025-03-22,Allison Barnett,Management,Product Owner,SRMG,Conley and Sons
4878,67,1,Testing,10,2025-01-17,Theresa Smith,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4879,75,5,Feature Development,10,2025-01-20,Dan Palmer,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
4880,1,3,UI Enhancement,11,2025-02-26,Tina Olson,QA,Test Analyst,Planted,Clark and Sons
4881,63,3,Database Optimization,12,2025-02-22,Jason Jones,Design,UI Designer,Planted,Clark and Sons
4882,54,3,Meeting,11,2025-02-07,Jimmy Riley,QA,QA Engineer,Planted,Clark and Sons
4883,57,1,Database Optimization,1,2025-03-21,Eric Smith,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4884,33,4,Performance Testing,11,2025-01-21,Gloria Robinson,Design,UI Designer,SRMG,Conley and Sons
4885,22,1,Testing,5,2025-01-11,Travis Moore,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4886,169,5,UI Enhancement,11,2025-02-01,Shari Frey,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4887,149,5,Feature Development,7,2025-01-29,Robert Murray,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
4888,77,4,UI Enhancement,4,2025-01-03,Miranda Chapman,Dev,Frontend Developer,SRMG,Conley and Sons
4889,146,5,Performance Testing,10,2025-01-31,Monique Burgess,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
4890,146,1,Bug Fixing,1,2025-02-25,Monique Burgess,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
4891,176,5,Bug Fixing,6,2025-02-24,Karen Chandler DDS,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
4892,169,4,Performance Testing,2,2025-01-06,Shari Frey,Dev,Backend Developer,SRMG,Conley and Sons
4893,84,4,Bug Fixing,2,2025-02-09,Charlotte Hinton,Admin,Office Manager,SRMG,Conley and Sons
4894,163,1,Performance Testing,1,2025-01-22,William Johnston,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4895,173,3,Code Review,11,2025-02-08,Duane Smith,Design,UI Designer,Planted,Clark and Sons
4896,112,3,Security Patching,1,2025-03-08,Denise Butler,Admin,System Admin,Planted,Clark and Sons
4897,166,2,Performance Testing,9,2025-03-19,Marissa Pope,Management,Project Manager,Revold World,Martinez-James
4898,45,3,Code Review,11,2025-03-06,Becky Crawford,Dev,Backend Developer,Planted,Clark and Sons
4899,113,1,Code Review,11,2025-03-02,Natalie Garcia,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
4900,87,2,Code Review,11,2025-01-22,Andrew Hughes,Data,Data Analyst,Revold World,Martinez-James
4901,140,1,Feature Development,3,2025-01-02,Mary Graves,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4902,152,1,Testing,11,2025-03-13,Jennifer Stevens,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
4903,140,2,UI Enhancement,1,2025-03-26,Mary Graves,QA,Test Analyst,Revold World,Martinez-James
4904,131,2,Performance Testing,2,2025-03-03,Juan Kelly,Design,UX Designer,Revold World,Martinez-James
4905,158,4,Code Review,7,2025-02-22,Kristen Green,QA,Automation Engineer,SRMG,Conley and Sons
4906,199,3,Performance Testing,12,2025-03-04,Matthew Green,QA,Automation Engineer,Planted,Clark and Sons
4907,170,3,UI Enhancement,3,2025-01-23,Timothy Manning,Data,Data Engineer,Planted,Clark and Sons
4908,17,1,Bug Fixing,10,2025-01-20,Ronnie Phillips,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4909,3,1,Testing,4,2025-02-09,Leslie Kemp,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
4910,174,1,UI Enhancement,12,2025-01-02,Michael Perez,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
4911,177,1,Testing,3,2025-03-17,Shawn Frazier,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
4912,53,3,Performance Testing,4,2025-03-23,Michael Dixon,Data,Data Analyst,Planted,Clark and Sons
4913,72,3,Code Review,1,2025-03-19,Cynthia Johnson,Admin,HR,Planted,Clark and Sons
4914,28,4,Performance Testing,12,2025-03-04,Sherry Velazquez,Design,Graphic Designer,SRMG,Conley and Sons
4915,140,5,Testing,11,2025-02-10,Mary Graves,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
4916,65,2,Security Patching,8,2025-03-26,Jon Wise,Admin,System Admin,Revold World,Martinez-James
4917,56,1,Feature Development,1,2025-03-13,Caleb Brown,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4918,152,1,Feature Development,7,2025-03-20,Jennifer Stevens,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
4919,91,5,Security Patching,7,2025-01-06,Tina Garcia,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
4920,55,1,Bug Fixing,6,2025-03-27,Sandra Hall,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
4921,17,3,Design Review,4,2025-03-22,Ronnie Phillips,QA,Test Analyst,Planted,Clark and Sons
4922,151,1,Bug Fixing,10,2025-03-25,David Villanueva,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4923,8,5,UI Enhancement,8,2025-01-31,Shelly Morales,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
4924,180,3,Code Review,9,2025-03-22,Lynn Obrien,Design,Graphic Designer,Planted,Clark and Sons
4925,146,1,Performance Testing,4,2025-02-07,Monique Burgess,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
4926,71,5,Bug Fixing,9,2025-01-16,Joshua Stafford,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
4927,39,5,Design Review,8,2025-01-08,Jeffrey Morgan,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4928,45,2,Meeting,3,2025-02-04,Becky Crawford,Dev,Backend Developer,Revold World,Martinez-James
4929,31,5,Feature Development,8,2025-03-13,James Schroeder,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4930,134,5,Design Review,1,2025-03-02,Joshua Allen,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4931,125,2,Design Review,7,2025-03-22,James Lynn,QA,QA Engineer,Revold World,Martinez-James
4932,181,4,Database Optimization,2,2025-03-13,Amanda Santana,Dev,Software Engineer,SRMG,Conley and Sons
4933,6,5,Feature Development,11,2025-03-23,Toni Wallace,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
4934,109,1,Bug Fixing,3,2025-02-06,Laura Ray,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4935,163,1,Code Review,2,2025-03-22,William Johnston,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4936,173,4,Testing,8,2025-03-25,Duane Smith,Design,UI Designer,SRMG,Conley and Sons
4937,100,5,UI Enhancement,4,2025-03-01,Dennis Lopez,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
4938,61,1,Security Patching,7,2025-02-07,Leslie Smith,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
4939,193,1,Database Optimization,11,2025-03-23,Margaret Hernandez,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4940,172,3,Code Review,4,2025-02-21,Jessica Morris,Dev,Software Engineer,Planted,Clark and Sons
4941,142,2,UI Enhancement,4,2025-02-12,Joshua Alexander,Data,Data Engineer,Revold World,Martinez-James
4942,97,2,Security Patching,7,2025-01-16,Chelsea Leblanc,Management,Scrum Master,Revold World,Martinez-James
4943,117,1,Design Review,2,2025-03-23,Sarah Miller,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4944,45,1,Testing,7,2025-01-30,Becky Crawford,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4945,117,1,Performance Testing,11,2025-03-19,Sarah Miller,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4946,196,1,Code Review,6,2025-01-15,David Ryan,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4947,54,5,Security Patching,2,2025-02-27,Jimmy Riley,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4948,84,3,Bug Fixing,2,2025-02-06,Charlotte Hinton,Admin,Office Manager,Planted,Clark and Sons
4949,162,5,Design Review,4,2025-01-30,Mr. Ethan Doyle,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
4950,78,4,UI Enhancement,9,2025-02-01,Paul Stevenson,Dev,Backend Developer,SRMG,Conley and Sons
4951,160,5,Database Optimization,12,2025-03-02,Carrie Gonzalez,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4952,99,1,Code Review,7,2025-02-22,David Cohen,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
4953,111,2,Performance Testing,11,2025-01-10,Lisa Daniels,Dev,Backend Developer,Revold World,Martinez-James
4954,91,5,Meeting,10,2025-03-24,Tina Garcia,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
4955,92,1,UI Enhancement,7,2025-03-07,Michael Morales,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4956,142,2,Performance Testing,1,2025-01-23,Joshua Alexander,Data,Data Engineer,Revold World,Martinez-James
4957,129,1,Code Review,4,2025-02-06,Gregory Randall,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4958,112,3,Security Patching,12,2025-02-10,Denise Butler,Admin,System Admin,Planted,Clark and Sons
4959,83,1,Database Optimization,9,2025-03-20,Patricia Beasley,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4960,61,2,Meeting,4,2025-03-07,Leslie Smith,Data,Data Engineer,Revold World,Martinez-James
4961,160,2,Performance Testing,4,2025-01-18,Carrie Gonzalez,QA,QA Engineer,Revold World,Martinez-James
4962,67,1,Design Review,5,2025-01-06,Theresa Smith,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4963,168,3,Meeting,9,2025-02-08,Chad Davidson,Dev,Backend Developer,Planted,Clark and Sons
4964,155,1,Feature Development,11,2025-01-30,Ryan Rogers,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4965,166,5,Design Review,1,2025-01-06,Marissa Pope,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4966,176,4,Testing,8,2025-02-28,Karen Chandler DDS,Data,Data Engineer,SRMG,Conley and Sons
4967,36,5,Database Optimization,4,2025-03-28,Wesley Anderson,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4968,22,1,UI Enhancement,2,2025-01-19,Travis Moore,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4969,136,4,Bug Fixing,4,2025-02-06,Brittany Black,Design,Graphic Designer,SRMG,Conley and Sons
4970,96,3,Security Patching,7,2025-01-25,Amy Mccarthy,Management,Product Owner,Planted,Clark and Sons
4971,196,4,Bug Fixing,5,2025-01-03,David Ryan,QA,Automation Engineer,SRMG,Conley and Sons
4972,11,5,Meeting,12,2025-02-15,Jason Jones,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4973,68,2,Database Optimization,6,2025-01-16,Stephanie Mcclure MD,Design,UI Designer,Revold World,Martinez-James
4974,5,2,Performance Testing,8,2025-01-16,Kristen Smith,QA,Test Analyst,Revold World,Martinez-James
4975,33,5,Performance Testing,4,2025-02-22,Gloria Robinson,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4976,179,4,UI Enhancement,4,2025-03-19,Jonathan Flowers,Admin,System Admin,SRMG,Conley and Sons
4977,151,5,Code Review,5,2025-03-01,David Villanueva,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4978,184,2,Bug Fixing,1,2025-03-16,Sandra Williams,Admin,System Admin,Revold World,Martinez-James
4979,182,4,Design Review,6,2025-03-02,Nancy Parsons,Admin,HR,SRMG,Conley and Sons
4980,115,4,Security Patching,4,2025-03-23,Matthew Thomas PhD,Admin,Office Manager,SRMG,Conley and Sons
4981,17,1,Feature Development,7,2025-01-25,Ronnie Phillips,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4982,142,2,Meeting,11,2025-02-09,Joshua Alexander,Data,Data Engineer,Revold World,Martinez-James
4983,113,4,Meeting,7,2025-02-08,Natalie Garcia,Admin,Office Manager,SRMG,Conley and Sons
4984,142,4,Security Patching,9,2025-01-20,Joshua Alexander,Data,Data Engineer,SRMG,Conley and Sons
4985,49,2,Security Patching,6,2025-01-06,Robert Baker,Dev,Software Engineer,Revold World,Martinez-James
4986,178,2,UI Enhancement,7,2025-01-12,Robert Pena,Data,Data Analyst,Revold World,Martinez-James
4987,50,2,Design Review,8,2025-01-10,Michael Snow,Dev,Frontend Developer,Revold World,Martinez-James
4988,73,3,UI Enhancement,8,2025-01-10,Bradley Robinson,QA,QA Engineer,Planted,Clark and Sons
4989,119,1,Code Review,4,2025-01-01,Crystal Carr,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4990,172,3,Testing,2,2025-02-06,Jessica Morris,Dev,Software Engineer,Planted,Clark and Sons
4991,118,1,Design Review,3,2025-02-10,Charles Wong,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
4992,70,3,Testing,12,2025-01-11,David Burns,Management,Project Manager,Planted,Clark and Sons
4993,11,4,Feature Development,4,2025-01-14,Jason Jones,Management,Project Manager,SRMG,Conley and Sons
4994,184,1,Bug Fixing,12,2025-02-21,Sandra Williams,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
4995,92,2,Security Patching,6,2025-01-04,Michael Morales,Design,UI Designer,Revold World,Martinez-James
4996,59,4,Meeting,10,2025-02-10,George Hicks,Admin,Office Manager,SRMG,Conley and Sons
4997,60,1,Security Patching,10,2025-03-19,Abigail Johnson,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
